Javascript,https://www.javascript.com/,JavsScript,"자바스크립트(영어: JavaScript)는 객체 기반의 스크립트 프로그래밍 언어이다. 이 언어는 웹브라우저 내에서 주로 사용하며, 다른 응용 프로그램의 내장 객체에도 접근할 수 있는 기능을 가지고 있다. 또한 Node.js와 같은 런타임 환경과 같이 서버 사이드 네트워크 프로그래밍에도 사용되고 있다.",ECMAScript 2017
Ruby,http://ruby-doc.org/,Ruby,"루비(Ruby)는 마츠모토 유키히로(松本行弘)가 개발한 동적 객체 지향 스크립트 프로그래밍 언어이다. 루비는 순수 객체 지향 언어라, 정수나 문자열 등을 포함한 데이터 형식 등 모든 것이 객체이다. 기능에는 클래스 정의, 가비지 컬렉션, 강력한 정규 표현식 처리, 다중 스레드, 예외 처리, 반복, 클로저, Mixin, 연산자 오버로드 등이 있다. 구문은 ALGOL계를 계승하면서 가독성을 중시하고 있다.",02.4.2.
Python,https://www.python.org/,Python,"파이썬은 1991년 프로그래머인 Guido van Rossum이 발표한 프로그래밍 언어로, 플랫폼 독립적이며 인터프리터식, 객체지향적, 동적 타이핑 대화형 언어이다. 파이썬은 비영리의 파이썬 소프트웨어 재단이 관리하는 개방형, 공동체 기반 개발 모델을 가지고 있다. 라이브러리가 풍부하여 교육 기관, 연구 기관 및 산업계에서 활발하게 이용되고 있다.",03.6.3.
PHP,php.net,PHP,PHP는 프로그래밍 언어의 일종이다. 원래는 동적 웹 페이지를 만들기 위해 설계되었으며 이를 구현하기 위해 PHP로 작성된 코드를 HTML 소스 문서 안에 넣으면 PHP 처리 기능이 있는 웹 서버에서 해당 코드를 인식하여 작성자가 원하는 웹 페이지를 생성한다.,5.6.32
Java,https://java.com/en/,Java,"자바는 썬 마이크로시스템즈의 제임스 고슬링과 다른 연구원들이 개발한 객체 지향적 프로그래밍 언어이다. 현재 웹 애플리케이션 개발에 가장 많이 사용되는 언어이며, 모바일 기기용 소프트웨어 개발에도 널리 사용되고 있다. 자바로 개발된 프로그램은 CPU나 운영 체제 종류와 관계없이 JVM을 설치할 수 있는 시스템에서는 어디서나 실행할 수 있다.",Java SE 9.0.1
C,,C,C언어는 1972년 켄 톰슨과 데니스 리치가 유닉스 운영 체제에서 사용하기 위해 개발한 프로그래밍 언어이다. C언어는 절차 지향 언어로 운영 체제나 시스템 프로그램 개발 등 로우 레벨 프로그래밍에 주로 쓰인다. 모든 컴퓨터 시스템에서 사용할 수 있는 언어이기 때문에 시스템 프로그램 외에도 임베디드 프로그램이나 응용 프로그램 개발에 쓰이기도 한다.,
C pp,https://docs.microsoft.com/en-us/cpp/,C++,"C++는 AT&T 벨 연구소의 비야네 스트롭스트룹이 1983년 발표하여 발전한 프로그래밍 언어이다. C 언어 문법을 대부분 사용할 수 있으며, 객체지향성이 더해진 C 언어의 확장형이라고 생각할 수도 있다. 다중 상속, 템플릿, 연산자 오버로드, 예외처리 등의 특징을 지닌다.",
C sharp,https://docs.microsoft.com/en-us/dotnet/csharp/,C#,"C#은 마이크로소프트에서 개발한 객체 지향 프로그래밍 언어다. 처음엔 .NET 프레임 워크에서 쓰기 위해 만들었지만, 지금은 ECMA와 ISO 표준으로 인정되었다. C#의 문법은 C++이나 자바의 문법과 비슷하다. 크고 작은 호스트 시스템이/임베디드 시스템 어플리케이션 작성에 적합하다.",7.0
Swift,https://developer.apple.com/swift/,Swift,"스위프트는 애플의 iOS와 OS X를 위한 프로그래밍 언어이다. 클로저, 다중 리턴 타입, 네임스페이스, 제네릭스, 타입 유추 등 objective-C에는 없는 기능을 많이 포함하고 있다. C나 objective-C 코드와 섞어 프로그래밍하거나 스크립트 언어처럼 실시간으로 상호작용하며 프로그래밍할 수도 있다.",Swift 4
Kotlin,https://kotlinlang.org/,Kotlin,"Kotlin은 Java Virtual Machine에서 돌아가는 정적 타입 프로그래밍 언어다. 또한, Kotlin은 자바스크립트 소스 코드로 컴파일될 수 있다. Java 코드와 함께 쓰이기 위해 만들어졌으며 Kotlin의 Syntax는 Java Syntax와 대부분 호환된다. Kotlin은 주로 안드로이드 개발에 쓴다.",1.2
Scala,https://www.scala-lang.org/,Scala,"Scala는 객체 지향 프로그래밍 언어와 함수형 프로그래밍의 요소가 결합한 다중패러다임 프로그래밍 언어이다. 스칼라는 기존의 Java 언어가 너무 복잡하다는 단점을 극복하기 위해 2004년 Martin Odersky가 처음 개발하여 배포했다. 간결한 소스 코드를 사용하여 Java에서 구현할 수 있는 기능을 대부분 구현할 수 있다. Scala는 자바 가상 머신(JVM)에서 실행할 수 있고, Java 언어와 호환되어 대부분의 자바 API를 그대로 사용할 수 있다.",02.12.4.
Go,https://golang.org/,Go,"Go는 구글이 개발한 프로그래밍 언어이다. 가비지 컬렉션 기능이 있고, 병행성을 잘 지원하는 컴파일 언어다. Go의 초기 디자인은 2007년 9월 21일에 로버트 그리즈머, 롭 파이크, 켄 톰슨이 인페르노 분산 운영체제와 관련된 작업을 하다가 시작되었다. Go는 정적 타입 컴파일 언어의 효율성과 동적 언어의 쉬운 프로그래밍을 목적으로 한다. 또한 안전성, 병행성과 통신을 위한 훌륭한 지원, 효과적인 가비지 컬렉션 등이 대표적인 장점이다.",01.9.2.
Type Script,https://www.typescriptlang.org/,Type Script,"타입스크립트는 마이크로소프트가 만들고 관리하는 오픈소스 프로그래밍 언어다. 타입스크립트는 자바스크립트에 기반을 두며, 정적 타이핑과 클래스를 기반으로 한 객체지향 프로그래밍을 지원한다. 타입스크립트는 Node.js 실행을 위한 자바스크립트 어플리케이션 개발에 쓰이며, 보통 규모가 큰 어플리케이션을 개발하거나 자바스크립트와 트랜스 컴파일하기 위해 쓰인다.",2.6
Rust,https://www.rust-lang.org/en-US/,Rust,"러스트(영어: Rust)는 모질라 리서치에서 개발한 범용 프로그래밍 언어이다. ""안전하고, 병렬적이며, 실용적인"" 언어로 디자인되었으며,[2] 순수 함수형 프로그래밍, 액터 기반 병렬 프로그래밍, 명령형 프로그래밍, 객체 지향 프로그래밍 스타일을 지원한다.",1.22.1
Lua,https://www.lua.org/,Lua,"루아(Lua) 프로그래밍 언어는 가벼운 명령형/절차적 언어로, 확장 언어로 쓰일 수 있는 스크립팅 언어를 주 목적으로 설계되었다. 루아는 ""달""을 의미하는 포르투갈어 단어이다.",05.3.4.
Haskell,https://www.haskell.org/,Haskell,하스켈은 순수 함수형 프로그래밍 언어이다.,
Delphi,https://www.embarcadero.com/products/delphi,Delphi,델파이는 마이크로소프트 윈도 기반하에서 모든 부분을 프로그래밍할 수 있는 강력한 언어로 높은 생산성과 간결한 코드가 대표적인 장점이며 C 이외에도 저수준의 시스템 프로그래밍이 가능한 소수의 언어이다. 델파이의 일부로 취급되는 경향이 강해 개발사가 주도적으로 언어의 변화를 이끄는 특징이 있다.,10.2
HTML,https://www.w3.org/,HTML,"HTML은 하이퍼텍스트 마크업 언어라는 의미의 웹 페이지를 위한 지배적인 마크업 언어다. HTML은 제목, 단락, 목록 등과 같은 본문을 위한 구조적 의미를 나타내는 것뿐만 아니라 링크, 인용과 그 밖의 항목으로 구조적 문서를 만들 수 있는 방법을 제공한다.",
Visual Basic,https://docs.microsoft.com/en-us/dotnet/visual-basic/,Visual Basic,"Visual Basic은 마이크로소프트에서 만든 베이직 프로그래밍 언어의 일종으로, 마이크로소프트 비주얼 스튜디오 제품군의 하나이다. 비주얼 베이직은 사건 기반 프로그래밍의 3세대 프로그래밍 언어이면서, 또한 마이크로소프트의 컴포넌트 오브젝트 모델에 따른 풍부한 구성 요소를 가진 통합 개발 환경 및 RAD을 가리키기도 한다.",
Visual Basic .NET,https://msdn.microsoft.com/vstudio,VB.NET,"Visual Basic .NET은 비주얼 베이직(VB)의 진화된 형태인 객체 지향 컴퓨터 프로그래밍 언어이며, 닷넷 프레임워크에서 구현된다. 마이크로소프트는 현재 상용 소프트웨어인 마이크로소프트 비주얼 스튜디오, 프리웨어인 마이크로소프트 비주얼 스튜디오 익스프레스, 두 가지의 주된 비주얼 베이직 통합 개발 환경을 제공한다.",
Erlang,http://www.erlang.org/,Erlang,Erlang은 범용 병렬 프로그래밍 언어이다. 함수형 언어가 효율적으로 산업 현장등에서 사용되는 유명한 사례이다.,20.1
Elixir,http://elixir-lang.github.io/,Elixir,"엘릭서는 얼랭 가상 머신 위에서 동작하는 함수형, 동시성 프로그래밍 언어이다. 엘릭서는 얼랭이 보유하고 있는 분산 처리, 장애 내구성, 실시간, 무정지 애플리케이션 등의 특징을 공유한다. ",1.5
Objective-C,https://developer.apple.com/documentation/objectivec,"오브젝티브-C(영어: Objective-C)는 C 프로그래밍 언어에 스몰토크 스타일의 메시지 구문을 추가한 객체 지향 언어이다. 현재, 이 언어는 애플의 매킨토시의 운영 체제인 OS X과 아이폰의 운영 체제인 iOS에서 사용되고 있다. 오브젝티브-C는 애플의 코코아를 사용하기 위한 기본 언어이며, 원래는 넥스트의 NeXTSTEP 운영 체제에서 주 언어였다. 일반적인(Generic) 오브젝티브-C는 앞에서 언급한 라이브러리를 사용하지 않는다. 오브젝티브-C는 스텝스톤(Stepstone)이라는 회사에서 일하고 있던 브래드 콕스(Brad Cox)와 톰 러브(Tom Love)라는 두 연구원이 만들었다. 역시 1980년대 초의 일이다. 이 두 사람은 1981년 ITT의 프로그래밍 기술 센터(Programming Technology Center)에서 일하던 시절 스몰토크를 처음 접했다. 콕스는 소프트웨어 설계와 프로그래밍에 있어서 재사용성의 문제에 흥미를 느끼게 되었고, 스몰토크같은 프로그래밍 언어가 ITT 시스템 개발자들이 개발을 진행할 강력한 환경을 만드는 데 필요불가결한 요소임을 깨닫게 되었다. 콕스는 C 컴파일러를 고쳐 스몰토크의 기능 일부를 추가하기 시작했고, 곧 그 스스로 OOPC라고 불렀던 C의 객체 지향 버전을 내놓게 되었다. 한편 러브는 1982년에 슐럼버거 리서치(Schlumberger Research)에 채용되었고, 스몰토크-80의 최초 상업적 버전을 써 볼 기회를 얻었다. 스몰토크-80은 이후 오브젝티브-C의 성장에 큰 영향을 끼쳤다.",2.0
GraphQL,http://graphql.org/learn/,GraphQL,GraphQL 은 페이스북에서 만든 어플리케이션 레이어 쿼리 언어입니다.,
